Client_ID,Platform,Campaign Id,Placement Name,Supplier Name,Targeting,KPI,Booking Category,Start Date,End Date,Date,Device,Format,Unit Description,Trafficking Ad Size,Booking Deadlines,Assets Deadlines,Impressions,Reach,Frequency,Clicks,CTR,CPC,Completed Views,VCR,CPCV,Viewability,Tier Targeting,Cost Method,Unit Rate,Cost Guarantee,CPM,Gross Cost,Agency Discount,Net Cost,DSP Fee,Programmatic Fee,Total Programmatic Cost,Agency Commission,Client Media Cost,ASBOF,Adserving,Adserving Buffer,DST Tax,TOTAL Cost to Client
client_1,LinkedIn Ads,5,Interstitial,DV360 0% GBP 994414,20-40 Tech Savvy Users + Interest-Based Targeting,Brand Awareness,Programmatic Display,10/12/2025,12/27/2025,12/22/2025,Cross device (increase spend in mobile),Static Banner,300x250,320x50,7 days before going live,21 days before going live,767,135167,3,1,0.2276,73,21182,27.59,0.0671,0.85,3,CPC,33.13,27.41,10.01,358.47,0.07,14.51,50.91,14.96,1837.74,34.39,1059.61,0.15,0.4,0,16.66,980.95
client_1,TikTok Ads,4,TBC,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Click-Through,Social,10/22/2025,12/15/2025,11/30/2025,Cross device (increase spend in mobile),"Non Skippable 10""",320x50,970x90,7 days before going live,7 days before going live,15856,9759,3,2,0.0143,19.4,111620,7.04,0.1,0.92,1,CPCV,19.24,38.43,22.88,531.38,0.08,868.47,27.56,16.25,1156.45,2.88,368.22,0.54,0.19,0.41,14.35,43.31
client_1,Facebook Ads,1,TBC,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Engagement,Video,10/7/2025,12/28/2025,11/8/2025,Mobile,VRC Mixed creatives,300x250,728x90,7 days before going live,7 days before going live,55049,3660,3,56,0.1018,45.92,162757,2.96,0.0194,0.91,3,dCPM,41.74,19.72,4.71,987.45,0.15,181.12,12.26,14.14,136.81,2.28,1340.89,2.71,0.86,1.1,35.88,1356.58
client_1,TikTok Ads,2,TBC,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Brand Awareness,Mobile,10/27/2025,12/12/2025,12/1/2025,Tablet,VRC Mixed creatives,970x90,300x250,21 days before going live,7 days before going live,240063,36891,3,135,0.0564,75.08,3973,0.02,0.0549,0.78,2,CPA,27.57,45.05,21.24,140.55,0.03,1010.23,70.34,19.35,685.46,80.53,1669.06,0.68,2.75,1.06,0.95,2770.43
client_1,TikTok Ads,4,TBC,DCM,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Video,10/10/2025,12/13/2025,12/6/2025,Tablet,Carousel,300x250,300x250,21 days before going live,14 days before going live,476946,2848,4,33,0.0069,35.23,104846,0.22,0.0447,0.77,1,CPA,8.19,8.79,10.68,532.44,0.14,1398.63,44.16,16.53,743.31,63.19,943.72,0.01,0.63,0.57,33.4,392.45
client_1,Google Display Network,5,Sidebar,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Conversions,Mobile,10/26/2025,12/2/2025,11/9/2025,Cross device (increase spend in desktop),"Non Skippable 10""",320x50,728x90,14 days before going live,14 days before going live,227445,239992,1,17,0.0076,71.87,285983,1.26,0.0879,0.95,2,CPM,19.08,41.32,14.48,790.85,0.01,681.49,9.17,18.06,278.89,95.14,1151.29,0.35,0.73,1.07,34.62,688.39
client_1,Facebook Ads,5,Feed,LinkedIn Campaign Manager,18-65 General Audience + Custom Affinity Segments,Reach,Native,10/19/2025,12/28/2025,11/14/2025,Mobile,Carousel,300x250,970x90,14 days before going live,7 days before going live,170941,133199,3,30,0.0179,12.2,12530,0.07,0.0528,0.83,5,CPM,47.09,43.76,20.48,2647.73,0.07,767.55,30.9,18.67,87.82,6.54,465.13,0.05,2,0.31,6.25,450.22
client_1,Facebook Ads,3,Feed,DCM,18-65 General Audience + Custom Affinity Segments,Conversions,Mobile,10/7/2025,12/5/2025,11/7/2025,Mobile,Static Banner,970x90,300x250,21 days before going live,21 days before going live,107357,122802,2,26,0.0246,37.55,214022,1.99,0.02,0.93,4,CPA,43.28,41.78,22.46,259.67,0.01,2971.04,27,16.03,1579.83,2.13,765,0.04,0.42,1.19,11.58,6.36
client_1,Facebook Ads,1,TBC,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Brand Awareness,Social,10/30/2025,12/17/2025,12/10/2025,Mobile,VRC Mixed creatives,1x1,320x50,21 days before going live,14 days before going live,13217,75635,1,14,0.1072,59.42,85336,6.46,0.0671,0.74,5,dCPM,49.19,28.07,10.59,397.11,0.11,1844.45,15.29,13.49,137.14,41.72,734.32,0.34,4.42,3.62,10.76,460.88
client_1,TikTok Ads,1,Feed,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Engagement,Programmatic Display,10/3/2025,12/18/2025,11/20/2025,Mobile,VRC Mixed creatives,320x50,300x250,21 days before going live,21 days before going live,462575,18554,3,1,0.0004,66.89,90567,0.2,0.0794,0.86,4,CPC,33.26,24.73,13.16,425.56,0.09,2411.75,13.63,0.11,950.55,28.8,1863,0.34,1.43,1.45,4.6,1483.04
client_1,LinkedIn Ads,3,Feed,TikTok Ads Manager,18-65 General Audience + Custom Affinity Segments,Engagement,Mobile,10/13/2025,12/4/2025,12/1/2025,Tablet,Interactive,1x1,1x1,7 days before going live,7 days before going live,207003,55593,1,50,0.0244,61.93,89670,0.43,0.0103,0.9,5,CPC,16.14,49.83,12.12,829.91,0.11,1950.36,12.55,9.32,2903.86,36.4,1811.75,1.64,1.15,0.04,9.42,856.73
client_1,Facebook Ads,1,TBC,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Click-Through,Mobile,10/13/2025,12/14/2025,12/8/2025,Tablet,Static Banner,1x1,1x1,7 days before going live,7 days before going live,148462,69230,2,13,0.0092,72.8,33538,0.23,0.0873,0.94,3,dCPM,12.33,15.31,3.29,393.61,0.06,1113.23,28.62,11.42,2200.43,280.6,1767.74,3.91,1.59,1.22,0.85,100.92
client_1,Instagram Ads,5,Feed,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Engagement,Programmatic Display,10/18/2025,12/24/2025,12/7/2025,Mobile,VRC Mixed creatives,1x1,970x90,21 days before going live,14 days before going live,207391,56671,3,50,0.0241,10.55,258516,1.25,0.0267,0.78,2,CPC,13.41,29.61,9.51,680.29,0.06,158.42,17.42,6.08,342.86,207.41,10.97,0.49,0.35,0.06,6.07,1775.47
client_1,TikTok Ads,1,Interstitial,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Social,10/28/2025,12/1/2025,10/29/2025,Cross device (increase spend in desktop),Static Banner,728x90,728x90,7 days before going live,7 days before going live,187662,22943,2,8,0.0045,19.08,278130,1.48,0.0597,0.88,4,CPCV,5.89,35.18,13.1,1358.12,0.01,734.34,53.16,6.36,2009.19,167.53,1368.91,0.59,1.85,7.56,31.62,715.9
client_1,Google Display Network,1,Homepage,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Reach,Video,10/30/2025,12/9/2025,11/12/2025,Desktop,"Non Skippable 10""",728x90,970x90,7 days before going live,14 days before going live,147770,55119,4,0,0,88.2,92736,0.63,0.0474,0.83,1,CPA,22.58,36.54,12.04,1090.29,0.05,277.35,33.02,19.22,0.35,89.95,1405.63,1.98,0.88,0.3,6.24,1742.55
client_1,LinkedIn Ads,3,Homepage,DCM,35-55 Premium Users + Lookalike Audiences,Brand Awareness,Mobile,10/26/2025,12/23/2025,12/8/2025,Desktop,Skippable Video,1x1,970x90,14 days before going live,7 days before going live,574370,51431,3,5,0.0009,71.36,144521,0.25,0.0748,0.72,2,CPA,13.61,14.18,18.88,527.49,0.14,635.88,2.16,17.83,18.8,25.74,1121.62,0.33,4.42,2.74,31.78,820.54
client_1,Instagram Ads,4,TBC,DCM,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Click-Through,Programmatic Display,10/20/2025,12/29/2025,12/8/2025,Cross device (increase spend in desktop),VRC Mixed creatives,320x50,970x90,21 days before going live,7 days before going live,340545,426962,3,18,0.0054,20.16,89502,0.26,0.0434,0.87,1,dCPM,23.52,34.43,11.47,1781.36,0.06,492.41,30.47,16.98,972.23,31.2,1395.8,0.18,0.36,8.04,14.14,775.39
client_1,Instagram Ads,3,Sidebar,LinkedIn Campaign Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Reach,Native,10/28/2025,12/17/2025,11/28/2025,Mobile,Interactive,970x90,970x90,21 days before going live,14 days before going live,151610,173343,3,84,0.0558,85.79,62579,0.41,0.0883,0.87,2,CPC,47.07,41.83,13.77,728.68,0.12,782.79,9.43,8.12,478.17,46.84,1824.22,2.03,1.37,3.9,39.5,105.14
client_1,Google Display Network,1,TBC,TikTok Ads Manager,35-55 Premium Users + Lookalike Audiences,Engagement,Programmatic Display,10/8/2025,12/26/2025,12/1/2025,Tablet,"Non Skippable 10""",970x90,320x50,7 days before going live,14 days before going live,172178,47381,3,3,0.0018,31.8,102143,0.59,0.0757,0.93,2,CPM,24.37,7.25,12.45,692.6,0.13,1349.03,26.79,0.27,514.74,104.25,628.33,0.05,1.77,2.68,15.94,173.13
client_1,LinkedIn Ads,2,Sidebar,DV360 0% GBP 994414,20-40 Tech Savvy Users + Interest-Based Targeting,Engagement,Native,10/29/2025,12/12/2025,12/6/2025,Desktop,Static Banner,300x250,320x50,21 days before going live,14 days before going live,7720,74242,4,56,0.7304,53.04,76067,9.85,0.0683,0.82,5,CPM,44.51,46.02,19.29,31.03,0.06,1234.26,33.98,1.6,875.74,4.18,689.41,1.03,0.07,4.08,0.56,3380.78
client_1,TikTok Ads,5,Homepage,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Reach,Social,10/9/2025,12/4/2025,12/2/2025,Cross device (increase spend in mobile),Carousel,320x50,300x250,14 days before going live,7 days before going live,161530,104878,3,21,0.0136,23.07,85968,0.53,0.0817,0.76,4,CPC,32.25,6.33,21.99,3853.63,0.09,723.23,7.82,6.24,224.35,32.43,131.71,0.88,0.88,8.94,20.97,245.21
client_1,YouTube via Dentsu Programmatic,5,TBC,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Engagement,Video,10/7/2025,12/22/2025,10/18/2025,Cross device (increase spend in mobile),"Non Skippable 10""",728x90,1x1,14 days before going live,7 days before going live,6582,2701,1,51,0.7777,73.91,144700,21.98,0.0779,0.71,4,CPM,16.12,21.02,14.7,117.06,0.01,1696.94,18.2,0.31,250.72,5.06,481.27,0.45,2.56,2.17,0.86,3584.64
client_1,LinkedIn Ads,2,Native,DCM,18-65 General Audience + Custom Affinity Segments,Reach,Programmatic Display,10/1/2025,12/23/2025,10/31/2025,Cross device (increase spend in desktop),VRC Mixed creatives,1x1,970x90,14 days before going live,21 days before going live,129318,171499,3,10,0.008,70.02,61941,0.48,0.0132,0.8,2,dCPM,21.01,5.71,20.37,234.49,0.02,553.44,6.29,0.34,698.4,42.45,1019.45,0.4,3.34,1.83,11.16,717.57
client_1,Google Display Network,3,Interstitial,TikTok Ads Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Click-Through,Mobile,10/3/2025,11/30/2025,10/17/2025,Mobile,Static Banner,300x250,300x250,21 days before going live,14 days before going live,1070243,149727,4,53,0.005,29,3930,0,0.0455,0.78,3,dCPM,8.78,8.47,9.53,47.36,0.01,2229.21,1.6,18.33,1478.8,134.58,1498.9,1.57,0.73,2.21,49.42,137.95
client_1,Instagram Ads,5,Feed,LinkedIn Campaign Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Click-Through,Social,10/13/2025,12/21/2025,10/17/2025,Desktop,Skippable Video,970x90,1x1,21 days before going live,7 days before going live,118260,46542,3,43,0.0367,87.71,16922,0.14,0.0938,0.89,3,CPC,20.01,46,14.91,911.48,0.09,72.61,14.18,14.12,1018.13,89.59,242.14,0.1,3.11,1.7,3.37,98.86
client_1,TikTok Ads,2,Sidebar,DCM,35-55 Premium Users + Lookalike Audiences,Reach,Programmatic Display,10/28/2025,11/30/2025,11/5/2025,Mobile,"Non Skippable 10""",728x90,728x90,21 days before going live,7 days before going live,93407,37771,1,7,0.0082,46.12,54541,0.58,0.0213,0.79,1,CPM,35.49,20.97,10.6,227.06,0.06,3037.63,13.44,6.18,371.85,15.18,146.63,0.29,6.67,2.25,9.21,221.47
client_1,LinkedIn Ads,2,Native,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Click-Through,Mobile,10/30/2025,12/17/2025,12/13/2025,Desktop,VRC Mixed creatives,728x90,320x50,21 days before going live,14 days before going live,54679,24264,4,4,0.0075,36.33,121900,2.23,0.0763,0.94,1,dCPM,8.24,24.11,12.11,177.06,0.08,1044.1,160.97,2.65,592.92,219.01,1075.56,1.4,3.78,1.33,24.4,2456.62
client_1,YouTube via Dentsu Programmatic,1,Feed,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Programmatic Display,10/25/2025,12/14/2025,11/30/2025,Cross device (increase spend in desktop),Interactive,1x1,1x1,21 days before going live,21 days before going live,18715,49291,4,59,0.3169,23.71,84988,4.54,0.0977,0.94,5,dCPM,14.24,14.69,19.11,82.72,0.08,469.51,17.63,10.23,197.18,64.64,1.86,0.84,0.24,0.55,39.87,505.44
client_1,YouTube via Dentsu Programmatic,4,Feed,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Native,10/28/2025,12/16/2025,12/16/2025,Cross device (increase spend in desktop),Carousel,970x90,728x90,14 days before going live,14 days before going live,191364,3455,1,96,0.0505,33.96,99256,0.52,0.0147,0.86,2,CPCV,22.16,31.87,22.4,97.28,0.05,215.62,12.1,0.11,81.73,0.62,194.26,0.15,2.62,0.29,20.72,475.71
client_1,Facebook Ads,5,TBC,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Conversions,Programmatic Display,10/17/2025,12/10/2025,11/28/2025,Cross device (increase spend in mobile),Static Banner,320x50,1x1,7 days before going live,21 days before going live,31177,145528,1,0,0.003,11.98,61645,1.98,0.0714,0.93,1,CPCV,49.19,31.77,5.67,783.92,0.1,640.56,25.9,18.77,1608.4,17.32,29.17,2.27,0.75,0.16,5.57,355.16
client_1,Facebook Ads,5,Feed,TikTok Ads Manager,35-55 Premium Users + Lookalike Audiences,Brand Awareness,Programmatic Display,10/25/2025,12/20/2025,12/9/2025,Mobile,"Non Skippable 10""",728x90,320x50,14 days before going live,7 days before going live,17850,2745,1,38,0.2156,62.49,90355,5.06,0.0521,0.89,1,dCPM,40.32,21.75,16.96,1039.73,0.11,212.45,2.77,8.3,324.97,17.74,180.53,0.53,8.66,0.68,20.93,150.37
client_1,Google Display Network,5,Interstitial,LinkedIn Campaign Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Programmatic Display,10/24/2025,12/25/2025,11/24/2025,Cross device (increase spend in mobile),"Non Skippable 10""",1x1,320x50,21 days before going live,21 days before going live,79827,30376,1,70,0.0881,85.8,37694,0.47,0.0621,0.84,2,CPC,38.01,19.99,15.81,451.85,0,178.63,97.23,8.05,206.24,4.21,197.81,1.87,1.29,0.11,6.56,632.53
client_1,LinkedIn Ads,5,Native,DCM,20-40 Tech Savvy Users + Interest-Based Targeting,Conversions,Social,10/1/2025,12/24/2025,12/24/2025,Mobile,Skippable Video,320x50,300x250,14 days before going live,7 days before going live,231190,204168,1,57,0.0247,59.41,60009,0.26,0.0177,0.75,5,CPA,10.23,44.82,5.61,583.23,0.03,943.27,30.04,7.81,1239.57,188.78,484.97,1.64,0.25,1.87,23.62,131.69
client_1,LinkedIn Ads,1,Feed,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Programmatic Display,10/6/2025,12/21/2025,11/23/2025,Cross device (increase spend in mobile),Skippable Video,970x90,970x90,21 days before going live,14 days before going live,199177,101149,4,97,0.0491,29.73,128826,0.65,0.0139,0.81,1,CPA,40.14,22.25,7.66,1033.35,0.11,727.03,41.91,1.39,1014.14,38.21,508.92,1.04,2.51,0.74,57.41,1705.98
client_1,Instagram Ads,1,TBC,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Reach,Mobile,10/21/2025,12/26/2025,11/16/2025,Tablet,Interactive,728x90,1x1,21 days before going live,14 days before going live,8225,25152,4,41,0.5082,13.03,194082,23.59,0.07,0.84,5,dCPM,40.34,27.21,9.84,15.64,0.06,1088.9,5.57,12.77,1056.75,132.81,2050.24,0.72,0.76,3.88,23.82,437.35
client_1,Instagram Ads,5,Interstitial,DV360 0% GBP 994414,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Native,10/6/2025,12/26/2025,10/30/2025,Tablet,Carousel,320x50,1x1,14 days before going live,14 days before going live,88493,22167,3,17,0.0193,29.32,53711,0.61,0.0841,0.92,4,dCPM,32.05,17.75,6.67,348.19,0.1,2605.67,15.7,14.66,273.88,22.84,705.55,4.13,11.34,0.17,37.03,443.99
client_1,Instagram Ads,5,Homepage,LinkedIn Campaign Manager,18-65 General Audience + Custom Affinity Segments,Brand Awareness,Native,10/26/2025,12/16/2025,11/4/2025,Tablet,Interactive,320x50,728x90,21 days before going live,21 days before going live,107703,387,3,10,0.0102,47.45,4217,0.04,0.0804,0.82,5,dCPM,49.57,40.4,8.36,3225.62,0.05,746.1,16.38,13.52,279.02,7.86,1270.75,0.17,7.58,0.57,0.04,607.32
client_2,Facebook Ads,4,Native,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Click-Through,Programmatic Display,10/12/2025,12/12/2025,11/16/2025,Tablet,VRC Mixed creatives,320x50,320x50,7 days before going live,7 days before going live,150739,90565,2,11,0.0075,78.37,16659,0.11,0.0589,0.92,3,CPC,19.64,22.89,8.89,774.18,0.06,854,51.42,2.77,262.88,37.77,108.73,1.37,2.07,2.92,23.57,555.09
client_2,LinkedIn Ads,1,Feed,TikTok Ads Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Reach,Social,10/13/2025,11/30/2025,10/14/2025,Desktop,VRC Mixed creatives,728x90,1x1,21 days before going live,14 days before going live,153061,3806,3,37,0.0247,26.91,1991,0.01,0.019,0.87,3,CPCV,47.36,28.11,10.38,261.7,0.02,92.2,0.04,11.58,201.11,7.11,252.59,0.23,0.27,2.04,32.98,4981.96
client_2,LinkedIn Ads,4,TBC,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Brand Awareness,Social,10/13/2025,12/1/2025,10/18/2025,Tablet,Interactive,728x90,320x50,7 days before going live,14 days before going live,66111,57894,3,40,0.0607,74.78,100062,1.51,0.0719,0.73,5,dCPM,46.16,16.4,19.49,658.03,0.04,1241.69,10.67,11.39,1123.55,39.09,1200.18,0.44,2.26,0.15,0.77,745.17
client_2,YouTube via Dentsu Programmatic,4,Homepage,LinkedIn Campaign Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Mobile,10/29/2025,12/8/2025,11/18/2025,Cross device (increase spend in desktop),Carousel,300x250,1x1,7 days before going live,7 days before going live,119867,249166,1,6,0.0055,88.02,38160,0.32,0.0318,0.95,3,dCPM,5.52,49.44,15.58,374.3,0.09,501.43,118.53,17.37,1985.11,148.54,53.64,0.39,0.19,4.68,38.26,87.28
client_2,Facebook Ads,2,Homepage,LinkedIn Campaign Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Brand Awareness,Programmatic Display,10/15/2025,12/2/2025,11/28/2025,Cross device (increase spend in desktop),Interactive,970x90,300x250,21 days before going live,14 days before going live,95595,8825,1,59,0.0621,50.86,73869,0.77,0.092,0.83,4,CPM,25.26,18.12,24.7,677.87,0.06,3692.4,19.2,7.58,1357.67,43.2,659.2,3.12,0.06,4.68,5.53,882.55
client_2,TikTok Ads,4,Sidebar,Meta Ads Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Native,10/21/2025,11/30/2025,11/24/2025,Desktop,Carousel,1x1,970x90,14 days before going live,7 days before going live,315189,171180,3,36,0.0117,83.93,64220,0.2,0.0854,0.8,2,CPC,48.97,39.68,12.12,119.89,0.12,1701.26,14.37,7.43,1654.98,56.28,904.43,3.63,3.36,0.89,20.4,155.39
client_2,Facebook Ads,5,Interstitial,LinkedIn Campaign Manager,18-65 General Audience + Custom Affinity Segments,Engagement,Social,10/16/2025,12/20/2025,10/19/2025,Tablet,Carousel,320x50,1x1,7 days before going live,7 days before going live,110112,362691,2,24,0.022,59.92,8033,0.07,0.0738,0.86,3,dCPM,9.64,24.24,19.59,127.03,0.13,725.79,3.81,12.37,546.71,10,911.3,0.21,0.46,0.93,30.03,29.71
client_2,TikTok Ads,4,Feed,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Click-Through,Programmatic Display,10/22/2025,12/15/2025,12/4/2025,Tablet,Static Banner,300x250,320x50,14 days before going live,7 days before going live,84766,4832,1,18,0.022,67.34,48772,0.58,0.0954,0.73,3,CPM,29.65,14.28,22.17,138.24,0.08,129.12,109,12.66,1118.52,2.63,22.94,0.02,0.93,10.07,20.26,3338.39
client_2,YouTube via Dentsu Programmatic,2,TBC,DCM,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Brand Awareness,Social,10/21/2025,12/22/2025,11/23/2025,Tablet,Carousel,1x1,300x250,7 days before going live,7 days before going live,75536,163258,3,22,0.0304,57.37,23540,0.31,0.0128,0.86,5,CPA,49.05,40.99,17.94,2507.32,0.11,1926.48,0.6,9.39,460.8,6.9,384.4,1.35,7.05,2.2,1.8,1403.92
client_2,Google Display Network,1,Sidebar,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Reach,Social,10/11/2025,12/5/2025,11/8/2025,Cross device (increase spend in mobile),Skippable Video,300x250,1x1,21 days before going live,7 days before going live,123818,55249,3,5,0.0041,51.69,51200,0.41,0.0763,0.82,4,dCPM,30,20.01,12.06,1177.76,0.05,1579.26,39.84,8.86,785.52,53.6,1000.57,0.57,0.8,1.69,16.91,3703.15
client_2,LinkedIn Ads,2,Interstitial,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Click-Through,Native,10/28/2025,12/27/2025,10/28/2025,Mobile,Carousel,728x90,728x90,21 days before going live,21 days before going live,237473,180397,4,6,0.0028,31.12,21503,0.09,0.0397,0.8,2,dCPM,13.54,43.93,19.58,158.08,0.06,200.37,43.64,9.88,692.35,5.86,159.53,0.1,0.68,4.06,14.87,614.3
client_2,YouTube via Dentsu Programmatic,2,Sidebar,LinkedIn Campaign Manager,18-65 General Audience + Custom Affinity Segments,Engagement,Video,10/5/2025,12/16/2025,12/8/2025,Cross device (increase spend in mobile),Carousel,320x50,970x90,7 days before going live,14 days before going live,112659,64476,2,2,0.0025,37.29,173392,1.54,0.0915,0.94,5,CPM,31.2,46.19,7.48,186.18,0.11,343.62,8.33,17.22,205.11,27.69,1175.44,1.22,4.86,0.75,42.98,718.27
