Client_ID,Platform,Campaign Id,Placement Name,Supplier Name,Targeting,KPI,Booking Category,Start Date,End Date,Date,Device,Format,Unit Description,Trafficking Ad Size,Booking Deadlines,Assets Deadlines,Impressions,Reach,Frequency,Clicks,CTR,CPC,Completed Views,VCR,CPCV,Viewability,Tier Targeting,Cost Method,Unit Rate,Cost Guarantee,CPM,Gross Cost,Agency Discount,Net Cost,DSP Fee,Programmatic Fee,Total Programmatic Cost,Agency Commission,Client Media Cost,ASBOF,Adserving,Adserving Buffer,DST Tax,TOTAL Cost to Client
client_2,LinkedIn Ads,2,Native,LinkedIn Campaign Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Engagement,Mobile,10/4/2025,12/4/2025,11/10/2025,Mobile,Carousel,1x1,1x1,21 days before going live,21 days before going live,157927,82592,4,4,0.0031,36.1,18081,0.11,0.034,0.83,5,CPC,14.2,43.69,10.21,1170.87,0.06,1548.49,33.19,9.22,515.8,46.91,1354.72,0.84,0.23,1.25,9.65,174.24
client_2,Instagram Ads,3,Interstitial,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Click-Through,Mobile,10/3/2025,12/4/2025,11/18/2025,Tablet,VRC Mixed creatives,1x1,300x250,7 days before going live,14 days before going live,195114,59736,2,17,0.0091,60.7,305950,1.57,0.0752,0.75,4,dCPM,28.39,6.58,15.03,151.48,0.09,201.14,2.91,18.8,3497.5,28.9,3970.51,4.18,2.77,0.7,7.22,268.05
client_2,Google Display Network,4,Interstitial,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Brand Awareness,Native,10/19/2025,12/5/2025,10/29/2025,Tablet,Skippable Video,1x1,728x90,21 days before going live,21 days before going live,107013,152141,1,22,0.0207,20.8,50796,0.47,0.089,0.81,2,CPA,8.33,40.43,15.66,238.48,0.03,2452.86,8.86,10.08,301.13,10.5,232.87,0.27,8.6,3.47,25.83,1723.78
client_2,Google Display Network,5,Feed,DCM,25-45 Fitness Enthusiasts + Google InMarket Segments,Engagement,Social,10/20/2025,12/2/2025,10/29/2025,Cross device (increase spend in mobile),Skippable Video,1x1,300x250,14 days before going live,7 days before going live,81106,100775,2,0,0.0007,92.51,176886,2.18,0.0137,0.93,4,dCPM,32.25,23.51,3.49,2949.69,0.09,542.57,46.23,18.98,151.35,18.79,1724.11,0.55,4.5,1.9,9.92,416.25
client_2,YouTube via Dentsu Programmatic,3,Interstitial,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Programmatic Display,10/25/2025,12/20/2025,11/23/2025,Cross device (increase spend in mobile),Interactive,1x1,300x250,21 days before going live,14 days before going live,304994,56069,3,46,0.0153,74.86,93612,0.31,0.0458,0.74,2,CPA,28.26,44.32,23.79,262.99,0.13,89.42,59.63,16.66,571.39,154.77,726.33,0.83,2.05,2.4,19.36,1657.46
client_2,Google Display Network,1,Sidebar,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Engagement,Social,10/18/2025,12/22/2025,11/27/2025,Mobile,Static Banner,300x250,728x90,14 days before going live,14 days before going live,78758,154230,3,10,0.013,46.13,125584,1.59,0.0786,0.75,4,CPCV,38.31,33.71,18.33,966.76,0.13,1660.87,27.96,7.25,1646.12,66.18,462.29,1.66,0.73,0.65,19.38,1166.94
client_2,TikTok Ads,1,Interstitial,LinkedIn Campaign Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Native,10/15/2025,12/4/2025,11/14/2025,Cross device (increase spend in desktop),Carousel,320x50,300x250,21 days before going live,21 days before going live,90323,21421,2,71,0.0787,24.28,137910,1.53,0.0509,0.7,5,CPCV,33.38,42.51,13.91,3431.07,0.11,459.17,21.08,17.27,919.47,40.24,129.07,0.84,0.57,0.55,40.81,184.34
client_2,Google Display Network,3,Feed,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Conversions,Mobile,10/9/2025,12/20/2025,10/31/2025,Mobile,"Non Skippable 10""",728x90,728x90,14 days before going live,21 days before going live,676179,13031,2,100,0.0148,89.38,66401,0.1,0.0341,0.7,5,CPA,29.73,27.47,23.53,418.31,0.11,734.08,5.17,2.2,1203.82,0.75,1314.98,1.01,3.32,1.5,17.02,669.41
client_2,LinkedIn Ads,4,Feed,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Social,10/17/2025,12/4/2025,10/19/2025,Cross device (increase spend in mobile),Static Banner,728x90,1x1,21 days before going live,14 days before going live,34,13307,2,6,17.352,84.14,74039,2138.7,0.0298,0.91,1,CPC,36.04,29.08,12.66,15.77,0.08,116.97,1.94,18.5,221.64,286.68,265.98,0.27,4.12,2.98,13,1069.41
client_2,LinkedIn Ads,5,Native,DCM,18-65 General Audience + Custom Affinity Segments,Reach,Mobile,10/14/2025,12/9/2025,11/5/2025,Cross device (increase spend in mobile),Static Banner,728x90,728x90,14 days before going live,21 days before going live,29896,30940,4,18,0.0607,74.95,68164,2.28,0.0218,0.88,3,dCPM,11.48,11.5,24.57,249.72,0.09,2.54,3.73,12.63,1016.61,65.37,459.07,1.99,1.45,1.66,2.79,253.27
client_2,LinkedIn Ads,4,Sidebar,DCM,20-40 Tech Savvy Users + Interest-Based Targeting,Click-Through,Programmatic Display,10/15/2025,12/9/2025,11/12/2025,Desktop,Skippable Video,728x90,728x90,7 days before going live,21 days before going live,70599,20758,2,0,0.0001,34.44,83783,1.19,0.0871,0.79,4,dCPM,31.79,40.28,14.27,1585.47,0.02,997.7,7.69,1.09,411.8,22.38,63.86,0.59,0.54,0.07,2.29,1678.85
client_2,LinkedIn Ads,4,Homepage,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Click-Through,Mobile,10/1/2025,12/18/2025,10/26/2025,Cross device (increase spend in mobile),Static Banner,300x250,970x90,7 days before going live,21 days before going live,393032,202518,1,26,0.0068,46.22,2818,0.01,0.0618,0.87,1,CPCV,12.74,23.87,5.51,1783.94,0.07,710.88,12.46,12.89,1894.1,124.16,1598.12,0.16,0.23,4.53,3.12,744.02
client_2,TikTok Ads,3,Homepage,LinkedIn Campaign Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Mobile,10/21/2025,12/16/2025,10/30/2025,Desktop,Carousel,970x90,728x90,14 days before going live,7 days before going live,10580,8514,4,27,0.2587,19.25,47554,4.49,0.0169,0.8,3,CPA,46.65,27.5,19.83,1305.45,0.07,883.99,14.3,19.48,1045.63,17.56,1438.59,1.16,0.18,0.15,3.51,170.73
client_2,Facebook Ads,4,Interstitial,DCM,18-65 General Audience + Custom Affinity Segments,Engagement,Video,10/22/2025,12/20/2025,11/7/2025,Cross device (increase spend in desktop),Carousel,320x50,728x90,21 days before going live,7 days before going live,1388,91389,4,8,0.5996,27.01,88035,63.38,0.0444,0.94,4,dCPM,8.08,40.33,17.94,107.09,0.14,1550.09,12.67,1.4,233.62,46.12,1307.94,0.26,2.47,6.96,18.93,826.78
client_2,Instagram Ads,1,Native,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Reach,Video,10/22/2025,12/13/2025,12/6/2025,Mobile,VRC Mixed creatives,1x1,1x1,14 days before going live,21 days before going live,7887,15966,2,23,0.3035,80.47,86026,10.91,0.0431,0.94,2,dCPM,24.37,31.95,20.01,1416.06,0.06,1021.36,8.14,11.09,70.38,59.36,351.88,0.11,1.06,0.06,25.18,7712.45
client_2,YouTube via Dentsu Programmatic,4,TBC,LinkedIn Campaign Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Brand Awareness,Video,10/3/2025,12/8/2025,12/3/2025,Mobile,Carousel,970x90,970x90,21 days before going live,21 days before going live,13510,162438,1,7,0.0554,74.35,148774,11.01,0.0264,0.8,3,CPC,36.31,14.05,23.93,2238.71,0.08,188.62,21.25,14.96,45.91,14.67,188.39,2.1,4.58,2.64,14.07,154.21
client_2,LinkedIn Ads,1,Interstitial,LinkedIn Campaign Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Conversions,Mobile,10/16/2025,12/13/2025,11/6/2025,Desktop,Carousel,728x90,320x50,7 days before going live,7 days before going live,5584,247562,4,5,0.0919,63.41,100539,18,0.0492,0.91,5,CPM,25.61,31.56,20.08,818.83,0.08,439.4,52.01,16.21,489.2,225.21,1003.46,0.65,2.61,0.19,32.92,1604.1
client_2,Google Display Network,1,Native,DV360 0% GBP 994414,35-55 Premium Users + Lookalike Audiences,Brand Awareness,Native,10/23/2025,11/30/2025,10/26/2025,Mobile,Skippable Video,970x90,1x1,21 days before going live,7 days before going live,95236,47678,3,30,0.0324,90.62,457721,4.81,0.0399,0.89,1,CPCV,9.14,23.34,16.45,2523.11,0.1,2320.57,9.78,8.28,325.63,80.99,677.8,1.47,0.41,5.39,88.36,219.61
client_2,LinkedIn Ads,1,Sidebar,DCM,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Mobile,10/25/2025,12/18/2025,11/10/2025,Cross device (increase spend in mobile),Carousel,320x50,1x1,7 days before going live,14 days before going live,126685,160805,4,11,0.0091,62.49,31541,0.25,0.0408,0.78,3,CPCV,29.9,26.13,21.86,1564.42,0.11,1442.87,85.09,4.08,1094.47,47.92,194.11,0.36,1.85,1.39,31.96,1441.6
client_2,Google Display Network,1,Sidebar,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Native,10/11/2025,12/12/2025,10/18/2025,Tablet,VRC Mixed creatives,1x1,320x50,21 days before going live,14 days before going live,46200,392,2,26,0.0566,52.03,42035,0.91,0.0765,0.76,3,CPM,33.87,6.27,17.81,980.95,0.03,798.66,61.6,0.85,728.95,11.7,1145.06,1.64,1.11,0.33,22.13,1253.86
client_2,Instagram Ads,1,Sidebar,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Conversions,Native,10/12/2025,12/12/2025,10/27/2025,Desktop,"Non Skippable 10""",1x1,728x90,21 days before going live,7 days before going live,74028,130506,1,16,0.0225,40.63,45748,0.62,0.0301,0.81,5,dCPM,36.67,14.45,11.98,767.98,0.08,289.9,5.26,11.59,325.87,3.25,4671.54,0.13,1.67,0.93,14.17,337.82
client_2,Instagram Ads,2,Sidebar,TikTok Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Brand Awareness,Video,10/10/2025,12/3/2025,11/3/2025,Mobile,Skippable Video,320x50,300x250,21 days before going live,21 days before going live,14016,19759,2,121,0.8686,94.64,59233,4.23,0.0678,0.9,4,CPC,21.8,17.65,22.48,382.37,0.12,353.12,46,9.06,170.3,22.65,1359.77,0.47,2.6,0.4,11.1,372.69
client_2,Instagram Ads,5,Sidebar,TikTok Ads Manager,35-55 Premium Users + Lookalike Audiences,Reach,Social,10/16/2025,12/29/2025,12/7/2025,Desktop,"Non Skippable 10""",320x50,970x90,14 days before going live,21 days before going live,59754,182200,3,4,0.0079,17.44,170791,2.86,0.0614,0.94,2,CPC,30.36,37.08,7.88,154.79,0.07,1292.81,25.48,18.97,143.35,82.17,1331.87,4.05,3.19,0.42,1.64,1486.68
client_2,Google Display Network,3,Native,Meta Ads Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Reach,Programmatic Display,10/8/2025,11/30/2025,10/20/2025,Desktop,Skippable Video,728x90,300x250,14 days before going live,21 days before going live,107729,85,3,18,0.017,93.78,25404,0.24,0.0611,0.89,5,CPCV,25.28,5.52,18.72,828.59,0.04,1870.54,24.93,1.21,2107.33,18.43,2968.25,1.68,3.61,6.6,9.5,585.01
client_2,LinkedIn Ads,5,Native,DV360 0% GBP 994414,35-55 Premium Users + Lookalike Audiences,Click-Through,Video,10/6/2025,12/16/2025,10/11/2025,Tablet,Interactive,1x1,320x50,7 days before going live,21 days before going live,192042,61834,3,33,0.0174,84.4,141338,0.74,0.0697,0.91,2,CPC,35.24,23.39,22.39,341.6,0.1,1092.87,14.79,13.71,294,45.55,224.27,0.73,0.57,1.31,44.91,1240.57
client_2,Instagram Ads,3,Feed,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Conversions,Video,10/12/2025,12/7/2025,12/5/2025,Cross device (increase spend in mobile),Static Banner,970x90,1x1,7 days before going live,14 days before going live,488,107571,2,14,3.018,21.69,49097,100.51,0.0594,0.85,4,CPM,31.26,46.58,19.09,1796.08,0.12,1628.28,20.73,0.5,1111.34,76.45,824.3,0.44,0.06,3.47,30.76,151.39
client_2,TikTok Ads,5,Homepage,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Conversions,Social,10/24/2025,12/1/2025,11/20/2025,Desktop,Interactive,300x250,1x1,14 days before going live,7 days before going live,91784,22785,4,107,0.1173,60.85,87001,0.95,0.0891,0.91,3,dCPM,28.66,10.03,18.34,4470.74,0.01,1428.93,15.09,3.43,1753.69,6.71,3850.71,2.18,2.61,2.28,4.54,1809.58
client_2,Google Display Network,3,Sidebar,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Click-Through,Programmatic Display,10/28/2025,12/27/2025,11/28/2025,Mobile,Carousel,300x250,970x90,7 days before going live,21 days before going live,51356,16334,2,37,0.073,87.99,94578,1.84,0.0708,0.9,2,CPM,16.23,28.24,19.56,1245.49,0.12,159.24,23.13,9.07,1003.24,67.89,178.64,0.83,0.22,2.52,11.71,1173.04
client_2,Google Display Network,5,TBC,Meta Ads Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Mobile,10/21/2025,12/7/2025,11/12/2025,Cross device (increase spend in desktop),"Non Skippable 10""",320x50,1x1,14 days before going live,14 days before going live,279237,6686,1,31,0.0112,61.46,44076,0.16,0.0592,0.79,1,CPA,5.09,40.39,13.23,84.61,0.12,541.58,29.48,9.1,2068.39,5.66,1191.26,1.51,0.73,0.32,31.63,2244.62
client_2,LinkedIn Ads,3,Native,LinkedIn Campaign Manager,18-65 General Audience + Custom Affinity Segments,Conversions,Mobile,10/8/2025,12/6/2025,12/5/2025,Desktop,Carousel,728x90,1x1,21 days before going live,21 days before going live,183215,30079,4,41,0.0226,91.65,67896,0.37,0.0847,0.84,1,CPCV,12.83,47.41,22.23,303.9,0.07,163.03,33.44,13.71,524.97,197.09,871.52,1.49,0.01,0.6,1.3,134.22
client_2,Google Display Network,1,TBC,DV360 0% GBP 994414,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Reach,Video,10/26/2025,12/25/2025,11/10/2025,Desktop,Static Banner,300x250,970x90,7 days before going live,7 days before going live,129617,62465,3,89,0.0689,94.87,50332,0.39,0.0646,0.9,5,CPC,10.27,38.6,7.48,103.07,0.15,263.34,22.67,18.2,3296.58,39.36,873.12,0.02,2.22,3.45,9.13,849.79
client_2,Google Display Network,1,TBC,LinkedIn Campaign Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Reach,Programmatic Display,10/28/2025,12/25/2025,12/12/2025,Tablet,Skippable Video,1x1,970x90,7 days before going live,14 days before going live,47321,9371,2,69,0.1475,48.01,6767,0.14,0.0362,0.71,4,CPA,25.21,37.43,5.8,937.91,0.12,1997.76,38.1,12.78,150.55,9.59,1182.78,0.14,0.36,7.88,35.59,864.08
client_2,Instagram Ads,2,TBC,Meta Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Engagement,Video,10/4/2025,12/1/2025,10/24/2025,Cross device (increase spend in mobile),Static Banner,320x50,320x50,14 days before going live,7 days before going live,351463,35982,3,37,0.0107,43.96,54298,0.15,0.0286,0.9,5,CPC,32.55,42.19,9.28,1292.71,0.12,628.77,4.54,19.07,113.54,24.61,2623.96,1.14,2.07,0.68,9.64,412.26
client_2,LinkedIn Ads,2,Feed,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Conversions,Native,10/26/2025,12/21/2025,12/12/2025,Cross device (increase spend in desktop),VRC Mixed creatives,970x90,1x1,7 days before going live,7 days before going live,6725,693,3,40,0.6022,94.27,9680,1.44,0.0237,0.74,5,dCPM,14.59,25.08,14.69,2318.98,0.11,752.63,7.1,17.63,1132.68,31.33,1508.77,0.19,9.32,0.71,1.51,579.79
client_2,Instagram Ads,5,Native,LinkedIn Campaign Manager,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Video,10/8/2025,12/21/2025,11/6/2025,Mobile,Static Banner,320x50,1x1,7 days before going live,14 days before going live,16895,129972,1,4,0.0273,70.76,49051,2.9,0.091,0.83,5,dCPM,47.26,41.26,14.23,514.38,0.02,193,50.92,11.69,3015.37,83.37,57.12,0.31,0.15,1.43,14.58,36.6
client_2,Instagram Ads,4,TBC,LinkedIn Campaign Manager,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Click-Through,Video,10/26/2025,12/2/2025,11/2/2025,Cross device (increase spend in desktop),VRC Mixed creatives,970x90,320x50,21 days before going live,14 days before going live,72424,10464,4,3,0.0044,20.44,84904,1.17,0.0739,0.9,1,dCPM,5.3,5.36,21.05,2066.62,0.03,367.59,11.61,16.68,1743.71,79.89,1893.93,3.11,0.16,9.2,36.88,1294.92
client_2,LinkedIn Ads,4,Sidebar,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Click-Through,Mobile,10/28/2025,12/26/2025,12/22/2025,Mobile,Static Banner,320x50,728x90,7 days before going live,14 days before going live,19366,25359,1,24,0.1279,13.81,81821,4.22,0.0944,0.76,1,CPC,39.75,46.61,11.9,1876.06,0.07,256.95,0.69,12.85,83.76,55.59,252.72,0.87,0.81,0.7,16.63,753.4
client_2,YouTube via Dentsu Programmatic,1,Interstitial,DV360 0% GBP 994414,25-45 Fitness Enthusiasts + Google InMarket Segments,Brand Awareness,Mobile,10/18/2025,12/17/2025,10/24/2025,Cross device (increase spend in mobile),VRC Mixed creatives,320x50,728x90,21 days before going live,14 days before going live,456585,1415,1,0,0.0001,60.82,102646,0.22,0.0643,0.76,5,CPA,33.13,24.95,13.66,340.4,0.04,226.73,4.98,1.57,345.21,6.58,467.75,1.47,3.91,1.17,4.78,56.22
client_2,Instagram Ads,1,TBC,Meta Ads Manager,18-65 General Audience + Custom Affinity Segments,Engagement,Mobile,10/28/2025,12/11/2025,11/22/2025,Mobile,"Non Skippable 10""",320x50,728x90,14 days before going live,14 days before going live,233088,43087,1,19,0.0083,93.72,9457,0.04,0.0526,0.8,1,dCPM,21.81,29.9,3.29,1812.68,0.06,997.63,7.55,14.81,2806.83,9.65,612.43,0.87,0.47,4.95,9.04,1079.33
client_2,TikTok Ads,1,Feed,DV360 0% GBP 994414,35-55 Premium Users + Lookalike Audiences,Click-Through,Native,10/28/2025,11/30/2025,11/12/2025,Tablet,Carousel,970x90,320x50,7 days before going live,14 days before going live,43680,139552,3,6,0.0158,85.98,99752,2.28,0.0154,0.92,4,CPA,7.27,16.47,12.01,420.28,0.13,291.53,94.03,1.9,307.43,5.78,648.3,0.85,0.87,0.01,11.15,594.42
client_2,TikTok Ads,5,Native,TikTok Ads Manager,20-40 Tech Savvy Users + Interest-Based Targeting,Conversions,Mobile,10/5/2025,12/21/2025,10/30/2025,Tablet,Carousel,970x90,1x1,21 days before going live,14 days before going live,129421,37894,1,12,0.0096,70.83,35349,0.27,0.0704,0.7,5,CPC,33.24,38.41,17.25,314.23,0.12,981.64,25.37,11.88,1601.03,50.55,564.82,0.1,0.14,0.09,16.14,33.15
client_2,Google Display Network,5,Feed,DCM,30-54 Health-Conscious Adults + Google Affinity Interest Segments,Engagement,Programmatic Display,10/9/2025,12/11/2025,11/27/2025,Tablet,Interactive,320x50,320x50,14 days before going live,21 days before going live,588160,15059,1,43,0.0074,22.52,48107,0.08,0.0624,0.93,1,CPA,22.35,8.45,3.34,934.25,0.09,59.14,80.47,14.05,1837.33,123.13,2739.09,0.45,2.8,2.07,26.55,3302.43
client_2,TikTok Ads,2,TBC,DCM,20-40 Tech Savvy Users + Interest-Based Targeting,Conversions,Social,10/4/2025,12/4/2025,10/26/2025,Tablet,Carousel,300x250,320x50,7 days before going live,7 days before going live,314180,106658,4,82,0.0264,32.88,184390,0.59,0.0991,0.74,2,CPC,47.13,44.27,9.18,355.13,0.13,150.12,25.52,1.33,720.82,33.4,1210.47,0.35,1.02,5.31,1.94,2815.19
client_3,Google Display Network,5,Native,DCM,35-55 Premium Users + Lookalike Audiences,Reach,Programmatic Display,10/27/2025,12/29/2025,11/19/2025,Cross device (increase spend in desktop),Skippable Video,728x90,728x90,14 days before going live,14 days before going live,133823,118363,4,2,0.0016,88.8,856,0.01,0.0315,0.95,5,CPC,29.39,42.27,7.58,887.53,0.12,315.15,19.46,4.62,514.54,10.3,986.2,0.53,2.77,0.61,41.08,679.94
client_3,YouTube via Dentsu Programmatic,4,Interstitial,Meta Ads Manager,35-55 Premium Users + Lookalike Audiences,Engagement,Programmatic Display,10/22/2025,12/29/2025,11/21/2025,Cross device (increase spend in mobile),Static Banner,728x90,300x250,7 days before going live,21 days before going live,341090,14528,1,22,0.0066,26.45,83864,0.25,0.0578,0.94,5,CPCV,47.28,14.72,3.92,839.67,0.06,892.5,11.22,18.31,630.17,47.95,50.55,1.7,4.55,1.41,0.23,92.97
client_3,LinkedIn Ads,1,TBC,TikTok Ads Manager,35-55 Premium Users + Lookalike Audiences,Click-Through,Mobile,10/17/2025,12/26/2025,12/21/2025,Mobile,Interactive,728x90,1x1,14 days before going live,21 days before going live,659699,112153,4,62,0.0095,35.06,86259,0.13,0.0686,0.82,4,CPC,14.92,41.42,13.54,739.44,0.03,1106.15,27.8,12.33,271.25,98.07,2316.16,0.49,0.51,1.34,8.61,1328.08
client_3,LinkedIn Ads,4,Feed,DV360 0% GBP 994414,20-40 Tech Savvy Users + Interest-Based Targeting,Engagement,Social,10/9/2025,12/24/2025,10/28/2025,Mobile,Skippable Video,970x90,728x90,14 days before going live,21 days before going live,198202,224025,4,2,0.0013,21.66,47733,0.24,0.068,0.83,3,CPC,37.66,40.39,7,427.09,0.08,574.11,4.47,4.93,2319.95,79.5,2374.19,0.64,3.2,1.43,0.52,640.09
client_3,LinkedIn Ads,4,Homepage,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Engagement,Social,10/1/2025,12/16/2025,11/1/2025,Tablet,Skippable Video,970x90,300x250,21 days before going live,7 days before going live,9792,13851,1,50,0.5204,70.85,25557,2.61,0.0605,0.82,3,CPM,32.78,33.45,19.35,709.42,0.11,579.54,68.13,13.81,631.12,125.23,1498.06,0.54,0.12,2.17,9.3,340.47
client_3,TikTok Ads,2,Sidebar,DV360 0% GBP 994414,20-40 Tech Savvy Users + Interest-Based Targeting,Engagement,Social,10/21/2025,12/15/2025,12/12/2025,Tablet,VRC Mixed creatives,300x250,300x250,14 days before going live,14 days before going live,74827,112196,3,12,0.0173,94.96,25266,0.34,0.0799,0.86,4,dCPM,38.27,21.81,21.65,809.67,0.07,1265.92,52.71,11.94,2255.9,19.12,6.97,0.1,4.45,1.42,13.91,639.14
client_3,YouTube via Dentsu Programmatic,1,Feed,LinkedIn Campaign Manager,35-55 Premium Users + Lookalike Audiences,Engagement,Native,10/20/2025,12/14/2025,11/11/2025,Desktop,Carousel,728x90,970x90,7 days before going live,21 days before going live,265097,93851,1,11,0.0043,34.21,203269,0.77,0.0284,0.72,4,CPCV,14.66,17.22,15,703.88,0.1,15.66,11.39,10.03,117.7,12.66,58.32,0.62,2.04,1.32,13.36,698.64
client_3,TikTok Ads,3,Native,DV360 0% GBP 994414,18-65 General Audience + Custom Affinity Segments,Conversions,Mobile,10/13/2025,12/22/2025,12/15/2025,Cross device (increase spend in mobile),"Non Skippable 10""",728x90,1x1,7 days before going live,7 days before going live,38196,48841,4,111,0.2908,52.79,55117,1.44,0.0753,0.71,4,CPCV,34.92,15.43,24.6,524.36,0.01,409.63,91.03,19.52,4684.73,124.43,252.31,0.23,4.03,1.43,3.38,781.91
